X1,institute,date_debut,date_fin,methode,interroges,question_id,nspp,base,intentions_exprimees,candidates,percentages,lien,survey_id,certitude,remove,z,sum_z
472,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Montebourg,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,0,7
473,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Hidalgo,5,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,1,7
474,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Jadot,9,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,1,7
475,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Macron,24,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,1,7
476,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Lagarde,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,0,7
477,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Pecresse,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,1,7
478,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Dupont Aignan,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,0,7
479,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Philippot,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,0,7
480,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Le Pen,16,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,1,7
481,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Zemmour,17,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,1,7
482,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Asselineau,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,0,7
483,Harris interactive,2021-10-28,2021-10-30,internet,2003,2,14,I,1722,Lassalle,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/novembre/9231-p-hi-challenges-v20.pdf,19,NA,0,0,7
527,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Poutou,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
528,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Arthaud,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
529,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
530,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Melenchon,6,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,67,0,1,7
531,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Hidalgo,5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,49,0,1,7
532,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Montebourg,3,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
533,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Jadot,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,42,0,1,7
534,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Macron,24,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,71,0,1,7
535,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Lagarde,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
536,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Pecresse,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,47,0,1,7
537,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Lassalle,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
538,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Asselineau,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
539,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Dupont Aignan,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,57,0,0,7
540,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Poisson,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
541,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Philippot,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,NA,0,0,7
542,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Le Pen,19,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,76,0,1,7
543,Elabe,2021-10-25,2021-10-27,internet,1200,2,13,SV,824,Zemmour,16,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9230-p-elabe-bfm-l-express.pdf,20,63,0,1,7
581,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Arthaud,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
582,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Poutou,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
583,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
584,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Melenchon,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
585,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Montebourg,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
586,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Hidalgo,5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
587,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Jadot,9,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
588,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Macron,25,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
589,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Lagarde,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
590,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Pecresse,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
591,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Dupont Aignan,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
592,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Philippot,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
593,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Le Pen,16,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
594,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Zemmour,17,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,1,7
595,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Asselineau,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
596,Harris interactive,2021-10-22,2021-10-25,internet,2060,2,15,I,1751,Lassalle,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9228-p-hi-challenges-v19.pdf,21,NA,0,0,7
646,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Arthaud,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,0,7
647,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Poutou,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,0,7
648,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,0,7
649,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Melenchon,9,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
650,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Montebourg,4,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,0,7
651,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Jadot,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
652,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Hidalgo,7,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
653,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Macron,25,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
654,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Pecresse,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
655,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Dupont Aignan,3,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,0,7
656,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Zemmour,13,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
657,Opinionway,2021-10-18,2021-10-20,internet,1035,3,19,I,838,Le Pen,19,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9227-p-ow-presi-track-v-2-les-echos.pdf,22,NA,0,1,7
688,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Arthaud,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
689,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Poutou,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
690,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
691,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Melenchon,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
692,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Montebourg,3,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
693,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Hidalgo,4,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
694,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Jadot,9,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
695,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Macron,25,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
696,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Lagarde,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
697,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Pecresse,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
698,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Dupont Aignan,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
699,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Philippot,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
700,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Le Pen,16,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
701,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Zemmour,17,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,1,7
702,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Asselineau,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
703,Harris interactive,2021-10-15,2021-10-18,internet,2006,2,16,I,1685,Lassalle,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9225-p-hi-challenges-v18.pdf,23,NA,0,0,7
743,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Poutou,1,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,0,7
744,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Arthaud,1,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,0,7
745,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Melenchon,8,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
746,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Roussel,2,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,0,7
747,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Montebourg,2,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,0,7
748,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Jadot,9.5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
749,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Hidalgo,5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
750,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Macron,25.5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
751,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Pecresse,10,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
752,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Lassalle,1,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,0,7
753,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Dupont Aignan,3,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,0,7
754,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Le Pen,16,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
755,Ipsos,2021-10-07,2021-10-13,internet,16228,2,8.5,SV,8760,Zemmour,16,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1155,24,NA,0,1,7
818,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Arthaud,0.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,0,7
819,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Poutou,0.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,0,7
820,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,0,7
821,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Melenchon,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
822,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Montebourg,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,0,7
823,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Hidalgo,5.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
824,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Jadot,7,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
825,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Macron,26,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
826,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Pecresse,10,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
827,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Dupont Aignan,2.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,0,7
828,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Zemmour,17,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
829,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Le Pen,18,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,1,7
830,Ifop,2021-10-09,2021-10-13,internet,4503,2,23.8,I,3430,Lassalle,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9224-p-ifop-le-figaro.pdf,25,NA,0,0,7
856,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Arthaud,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,NA,0,0,7
857,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Poutou,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,NA,0,0,7
858,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,NA,0,0,7
859,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Melenchon,9,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,62,0,1,7
860,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Jadot,7,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,44,0,1,7
861,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Montebourg,2.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,NA,0,0,7
862,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Hidalgo,4,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,39,0,1,7
863,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Macron,26.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,73,0,1,7
864,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Pecresse,8.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,53,0,1,7
865,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Dupont Aignan,2.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,NA,0,0,7
866,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Zemmour,16.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,68,0,1,7
867,Odoxa,2021-10-05,2021-10-11,internet,2663,2,26,I,1942,Le Pen,18.5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9223-p-odoxa-l-obs.pdf,26,81,0,1,7
896,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Arthaud,1,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,NA,0,0,7
897,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Poutou,1,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,NA,0,0,7
898,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Melenchon,8,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,76,0,1,7
899,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Roussel,1.5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,NA,0,0,7
900,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Montebourg,4,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,45,0,0,7
901,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Hidalgo,4,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,29,0,1,7
902,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Jadot,8,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,55,0,1,7
903,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Macron,27,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,73,0,1,7
904,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Pecresse,10,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,58,0,1,7
905,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Dupont Aignan,2.5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,NA,0,0,7
906,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Zemmour,14,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,63,0,1,7
907,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Le Pen,17,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,84,0,1,7
908,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Asselineau,0.5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,NA,0,0,7
909,BVA,2021-10-08,2021-10-11,internet,1051,2,17,I,876,Lassalle,1.5,https://www.commission-des-sondages.fr/notices/medias/fichiers/add/1151,27,NA,0,0,7
980,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Arthaud,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
981,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Poutou,1,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
982,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Roussel,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
983,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Melenchon,11,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
984,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Montebourg,2,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
985,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Hidalgo,5,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
986,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Jadot,8,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
987,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Macron,25,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,1,7
988,Harris interactive,2021-10-08,2021-10-11,internet,1051,2,15,I,893,Lagarde,0,http://www.commission-des-sondages.fr/notices/files/notices/2021/octobre/9221-p-hi-challenges-17.pdf,28,NA,0,0,7
