X1,institute,date_debut,date_fin,methode,interroges,question_id,nspp,base,intentions_exprimees,candidates,percentages,lien,survey_id,certitude,remove,z,sum_z
1577,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Lagarde,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1578,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Pecresse,12,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
1579,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Dupont Aignan,2,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1580,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Poisson,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1581,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Philippot,1,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1582,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Le Pen,19,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
1583,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Zemmour,11,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,1,7
1584,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Asselineau,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1585,Harris interactive,2021-09-17,2021-09-20,internet,1022,3,18,I,838,Lassalle,0,http://harris-interactive.fr/wp-content/uploads/sites/6/2021/09/Rapport_Harris_-_Vague_14_Intentions_de_vote_Presidentielle_2022_Challenges.pdf,37,NA,0,0,7
1723,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Poutou,1,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1724,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Arthaud,0,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1725,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Roussel,2,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1726,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Melenchon,8,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,82,0,1,7
1727,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Hidalgo,6,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,50,0,1,7
1728,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Montebourg,1,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1729,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Jadot,7,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,41,0,1,7
1730,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Macron,26,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,69,0,1,7
1731,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Lagarde,1,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1732,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Pecresse,13,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,41,0,1,7
1733,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Lassalle,2,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1734,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Asselineau,0,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1735,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Dupont Aignan,5,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,61,0,0,7
1736,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Poisson,0,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1737,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Philippot,1,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,NA,0,0,7
1738,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Le Pen,19,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,80,0,1,7
1739,Elabe,2021-09-11,2021-09-13,internet,1200,4,14,SV,815,Zemmour,8,https://elabe.fr/wp-content/uploads/2021/09/presidentielle-2022-et-eric-zemmour.pdf,40,57,0,1,7
1866,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Arthaud,0.5,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,0,7
1867,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Poutou,1,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,0,7
1868,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Roussel,2.5,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,0,7
1869,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Melenchon,9,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1870,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Hidalgo,8.5,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1871,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Jadot,8,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1872,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Macron,26,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1873,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Pecresse,12,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1874,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Dupont Aignan,3.5,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,0,7
1875,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Zemmour,6,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1876,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Le Pen,21,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,1,7
1877,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Lassalle,1.5,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,0,7
1878,Ifop,2021-08-31,2021-09-02,internet,1334,7,29.3,I,943,Poisson,0.5,https://www.ifop.com/wp-content/uploads/2021/09/118400-Rapport.pdf,43,NA,0,0,7
