departement,Circonscription,Taux de participation,Nuance 1,Prénom 1,nom 1,Liste 1,votes 1,Nuance 2,Prénom 2,nom 2,Liste 2,votes 2,Nuance 3,Prénom 3,nom 3,Liste 3,votes 3,Nuance 4,Prénom 4,nom 4,Liste 4,votes 4,Nuance 5,Prénom 5,nom 5,Liste 5,votes 5,Nuance 6,Prénom 6,nom 6,Liste 6,votes 6,Nuance 7,Prénom 7,nom 7,Liste 7,votes 7,Nuance 8,Prénom 8,nom 8,Liste 8,votes 8,Nuance 9,Prénom 9,nom 9,Liste 9,votes 9,Nuance 10,Prénom 10,nom 10,Liste 10,votes 10,Nuance 11,Prénom 11,nom 11,Liste 11,votes 11,Nuance 12,Prénom 12,nom 12,Liste 12,votes 12,Nuance 13,Prénom 13,nom 13,Liste 13,votes 13,Nuance 14,Prénom 14,nom 14,Liste 14,votes 14,Nuance 15,Prénom 15,nom 15,Liste 15,votes 15,Nuance 16,Prénom 16,nom 16,Liste 16,votes 16,Nuance 17,Prénom 17,nom 17,Liste 17,votes 17,Nuance 18,Prénom 18,nom 18,Liste 18,votes 18,Nuance 19,Prénom 19,nom 19,Liste 19,votes 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,17,61.84,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,2120,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,6294,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,11869,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,2187,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,709,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,2484,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,8731,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,7563,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,504,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,18,61.21,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,2479,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,3823,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,12141,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,2384,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,849,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,4112,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,8836,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8982,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,564,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,1,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,19,61.29,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,1971,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,13848,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,10183,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,1888,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,719,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,2771,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,4602,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8848,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,540,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,20,58.13,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,1292,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,18151,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,5797,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,1781,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,706,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,3537,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,4733,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8044,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,377,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,21,57.97,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,1642,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,9408,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,7830,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,1735,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,733,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,4042,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,8555,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,7184,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,553,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,22,66.93,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,2416,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,7535,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,12473,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,1918,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,862,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,3867,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,7201,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,8625,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,589,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,23,56.46,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,1469,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,4033,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,9046,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,1538,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,709,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,2343,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,5471,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,9516,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,451,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORD,24,59.52,LO-LCR,NICOLE,BAUDRIN,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT ET CONDUITE PAR NICOLE BAUDRIN,2057,COM,ALAIN,BOCQUET,TOUS ENSEMBLE POUR UN NORD/PAS DE CALAIS ENFIN RESPECTE ! AVEC LA LISTE CONDUITE PAR ALAIN BOCQUET PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS,3731,SOC,DANIEL,PERCHERON,RESISTER AGIR AVANCER A GAUCHE. POUR LE NORD-PAS DE CALAIS,9481,ECO,J.FRANCOIS,CARON,L'ECOLOGIE. LES VERTS,1808,ECO,HENRI,BAILLEUL,ECOLOGISTES - UNION ECOLOGISTE ET ALTERMONDIALISTE SOCIALE ET CITOYENNE,708,UDF,VALERIE,LETARD,L'AVENIR DE LA REGION. LISTE D'OUVERTURE SOUTENUE PAR L'UDF ET FRANCOIS BAYROU,2771,UMP,J.PAUL,DELEVOYE,LE NORD - PAS-DE-CALAIS. J'Y CROIS!,6691,FN,CARL,LANG,FRONT NATIONAL POUR LE NORD/PAS DE CALAIS SOUTENUE PAR JEAN-MARIE LE PEN,7594,MNR,YANN,PHELIPPEAU,ISLAMISATION. IMPOT. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER. LA VRAIE DROITE EN NORD-PAS-DE-CALAIS,595,DIV,J.MARC,MAURICE,DEFENDONS LA CHASSE. NOS TERROIRS ET NOS TRADITIONS,0,DIV,GEORGES,HIEN,LISTE DES CITOYENS INDEPENDANTS AGIR POUR NE PLUS SUBIR,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,1,65.42,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,3379,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,3256,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,12815,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,15825,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,11672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,2,63.27,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,3160,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,2889,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,12461,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,17075,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,3,56.76,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2485,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,3706,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,11068,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,9169,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,8830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,4,57.77,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2263,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,2336,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,12510,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,19383,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,10089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,5,60.25,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2466,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,2655,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,11448,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,12310,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,6,63.14,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,2668,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,4427,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,10517,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,13714,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,10865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OISE,7,61.11,LO-LCR,ROLAND,SZPIRKO,LUTTE OUVRIERE-LIGUE COMMUNISTE REVOLUTIONNAIRE LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,3044,COM,MAXIME,GREMETZ,LISTE DE RASSEMBLEMENT A L'INITIATIVE DU PCF,3108,SOC-ECO,CLAUDE,GEWERC,LISTE PICARDIE A GAUCHE,13150,UDF,GILLES,DE ROBIEN,AIMER LA PICARDIE,10690,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR MICHEL GUINIOT,11003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNE,1,62.4,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,974,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,2345,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,8756,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,1077,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),2768,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,3333,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,15113,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,5787,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORNE,2,60.43,EXG,ETIENNE,ADAM,LISTE L'ALTERNATIVE CONDUITE PAR ETIENNE ADAM,951,LO-LCR,CHRISTINE,COULON,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE - LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR CHRISTINE COULON,1845,SOC-COM-autreG,PHILIPPE,DURON,LISTE BASSE-NORMANDIE. GAGNONS A GAUCHE CONDUITE PAR PHILIPPE DURON ET PRESENTEE PAR LE PS. LE PCF ET LE MRC,6662,DVG,JEREMY,FOLLY,LISTE DE LA GAUCHE EN AVANT NOTRE PASSION. LA NORMANDIE,1128,ECO,ALAIN,TOURRET,LISTE D'UNION LES VERTS - PARTI RADICAL DE GAUCHE - POLE CITOYEN - L'UNION POUR UNE NOUVELLE GAUCHE (TETE DE LISTE TOURRET. ALAIN. MARIE. NOËL),2523,UDF,PHILIPPE,AUGIER,LISTE RASSEMBLEMENT POUR LA REGION - PHILIPPE AUGIER,4700,UMP,RENE,GARREC,RENE GARREC. LA REGION PAR COEUR - UNION DE LA MAJORITE REGIONALE - LISTE REGIONALE CONDUITE PAR RENE GARREC,11656,FN,FERNAND,LE RACHINEL,FRONT NATIONAL DE NORMANDIE PRESENTEE PAR JEAN-MARIE LE PEN CONDUITE PAR FERNAND LE RACHINEL,7991,CPNT,DIDIER,VERGY,AVEC CPNT. UNE AUTRE VISION DE LA BASSE-NORMANDIE AVEC DIDIER VERGY SOUTENU PAR JEAN SAINT-JOSSE,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
