departement,Circonscription,Taux de participation,Nuance 1,Prénom 1,nom 1,Liste 1,votes 1,Nuance 2,Prénom 2,nom 2,Liste 2,votes 2,Nuance 3,Prénom 3,nom 3,Liste 3,votes 3,Nuance 4,Prénom 4,nom 4,Liste 4,votes 4,Nuance 5,Prénom 5,nom 5,Liste 5,votes 5,Nuance 6,Prénom 6,nom 6,Liste 6,votes 6,Nuance 7,Prénom 7,nom 7,Liste 7,votes 7,Nuance 8,Prénom 8,nom 8,Liste 8,votes 8,Nuance 9,Prénom 9,nom 9,Liste 9,votes 9,Nuance 10,Prénom 10,nom 10,Liste 10,votes 10,Nuance 11,Prénom 11,nom 11,Liste 11,votes 11,Nuance 12,Prénom 12,nom 12,Liste 12,votes 12,Nuance 13,Prénom 13,nom 13,Liste 13,votes 13,Nuance 14,Prénom 14,nom 14,Liste 14,votes 14,Nuance 15,Prénom 15,nom 15,Liste 15,votes 15,Nuance 16,Prénom 16,nom 16,Liste 16,votes 16,Nuance 17,Prénom 17,nom 17,Liste 17,votes 17,Nuance 18,Prénom 18,nom 18,Liste 18,votes 18,Nuance 19,Prénom 19,nom 19,Liste 19,votes 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORSE-DU-SUD,1,72.76,COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,1682,SOC,J. MARC,CIABRINI,LISTE DU PARTI SOCIALISTE POUR LA CORSE,420,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,3580,DVG,TOUSSAINT,LUCIANI,GENERATION CORSE - LISTE TOUSSAINT LUCIANI-JEAN TOMA,867,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,3275,DVG,JEAN-LOUIS,LUCIANI,UNE AUTRE CORSE,2059,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,1669,DVG,VINCENT,CARLOTTI,SOCIALISTES. A GAUCHE. POUR LA CORSE,115,UDF,MARIE-LOUISE,OTTAVI,UDF. LA CORSE AUTREMENT,617,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,2098,DVD,JEAN-LUC,CHIAPPINI,PER UN PAESE VIVU (POUR UN PAYS VIVANT) POUR UNE CONSCIENCE COLLECTIVE...POUR UNE CORSE SOLIDAIRE.,916,DVD,JEAN-LOUIS,ALBERTINI,JEAN-LOUIS ALBERTINI,635,DVD,PIERRE-PHILIPPE,CECCALDI,LISTE CORSE NOUVELLE,2407,DVD,JEROME,POLVERINI,RASSEMBLEMENT REPUBLICAIN ET LIBERAL POUR LA CORSE,848,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,2465,FN,OLIVIER,MARTINELLI,FRONT NATIONAL - FIAMMA CORSA,1420,REG,PAUL-FELIX,BENEDETTI,PER U RINNOVU (POUR LE RENOUVEAU),528,REG,SERGE,VANDEPOORTE,UNITA PUPULARE (UNITE POPULAIRE),215,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORSE-DU-SUD,2,72.4,COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,3027,SOC,J. MARC,CIABRINI,LISTE DU PARTI SOCIALISTE POUR LA CORSE,791,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,2378,DVG,TOUSSAINT,LUCIANI,GENERATION CORSE - LISTE TOUSSAINT LUCIANI-JEAN TOMA,2381,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,2339,DVG,JEAN-LOUIS,LUCIANI,UNE AUTRE CORSE,774,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,1052,DVG,VINCENT,CARLOTTI,SOCIALISTES. A GAUCHE. POUR LA CORSE,182,UDF,MARIE-LOUISE,OTTAVI,UDF. LA CORSE AUTREMENT,535,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,5842,DVD,JEAN-LUC,CHIAPPINI,PER UN PAESE VIVU (POUR UN PAYS VIVANT) POUR UNE CONSCIENCE COLLECTIVE...POUR UNE CORSE SOLIDAIRE.,895,DVD,JEAN-LOUIS,ALBERTINI,JEAN-LOUIS ALBERTINI,832,DVD,PIERRE-PHILIPPE,CECCALDI,LISTE CORSE NOUVELLE,1301,DVD,JEROME,POLVERINI,RASSEMBLEMENT REPUBLICAIN ET LIBERAL POUR LA CORSE,1584,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,2220,FN,OLIVIER,MARTINELLI,FRONT NATIONAL - FIAMMA CORSA,1619,REG,PAUL-FELIX,BENEDETTI,PER U RINNOVU (POUR LE RENOUVEAU),584,REG,SERGE,VANDEPOORTE,UNITA PUPULARE (UNITE POPULAIRE),194,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUTE-CORSE,1,69.36,COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,2632,SOC,J. MARC,CIABRINI,LISTE DU PARTI SOCIALISTE POUR LA CORSE,704,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,7429,DVG,TOUSSAINT,LUCIANI,GENERATION CORSE - LISTE TOUSSAINT LUCIANI-JEAN TOMA,1307,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,953,DVG,JEAN-LOUIS,LUCIANI,UNE AUTRE CORSE,520,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,2834,DVG,VINCENT,CARLOTTI,SOCIALISTES. A GAUCHE. POUR LA CORSE,285,UDF,MARIE-LOUISE,OTTAVI,UDF. LA CORSE AUTREMENT,303,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,3134,DVD,JEAN-LUC,CHIAPPINI,PER UN PAESE VIVU (POUR UN PAYS VIVANT) POUR UNE CONSCIENCE COLLECTIVE...POUR UNE CORSE SOLIDAIRE.,177,DVD,JEAN-LOUIS,ALBERTINI,JEAN-LOUIS ALBERTINI,1766,DVD,PIERRE-PHILIPPE,CECCALDI,LISTE CORSE NOUVELLE,558,DVD,JEROME,POLVERINI,RASSEMBLEMENT REPUBLICAIN ET LIBERAL POUR LA CORSE,1171,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,2775,FN,OLIVIER,MARTINELLI,FRONT NATIONAL - FIAMMA CORSA,1686,REG,PAUL-FELIX,BENEDETTI,PER U RINNOVU (POUR LE RENOUVEAU),804,REG,SERGE,VANDEPOORTE,UNITA PUPULARE (UNITE POPULAIRE),139,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAUTE-CORSE,2,74.97,COM,DOMINIQUE,BUCCHINI,LA GAUCHE POPULAIRE POUR UNE CORSE CITOYENNE,1806,SOC,J. MARC,CIABRINI,LISTE DU PARTI SOCIALISTE POUR LA CORSE,626,RDG,EMILE,ZUCCARELLI,POUR LA CORSE DE LA REPUBLIQUE,4519,DVG,TOUSSAINT,LUCIANI,GENERATION CORSE - LISTE TOUSSAINT LUCIANI-JEAN TOMA,1500,DVG,SIMON,RENUCCI,LISTE SIMON RENUCCI - ENSEMBLE CHANGEONS D'EPOQUE,1451,DVG,JEAN-LOUIS,LUCIANI,UNE AUTRE CORSE,507,DVG,PAUL,GIACOBBI,LA CORSE EN MARCHE,8922,DVG,VINCENT,CARLOTTI,SOCIALISTES. A GAUCHE. POUR LA CORSE,515,UDF,MARIE-LOUISE,OTTAVI,UDF. LA CORSE AUTREMENT,654,UMP,CAMILLE,DE ROCCA SERRA,RASSEMBLER POUR LA CORSE- CAMILLE DE ROCCA SERRA- ANGE SANTINI,9081,DVD,JEAN-LUC,CHIAPPINI,PER UN PAESE VIVU (POUR UN PAYS VIVANT) POUR UNE CONSCIENCE COLLECTIVE...POUR UNE CORSE SOLIDAIRE.,624,DVD,JEAN-LOUIS,ALBERTINI,JEAN-LOUIS ALBERTINI,1196,DVD,PIERRE-PHILIPPE,CECCALDI,LISTE CORSE NOUVELLE,1371,DVD,JEROME,POLVERINI,RASSEMBLEMENT REPUBLICAIN ET LIBERAL POUR LA CORSE,965,DVD,JOSE,ROSSI,JOSE ROSSI - ANNE-MARIE NATALI - L'UNION TERRITORIALE,1344,FN,OLIVIER,MARTINELLI,FRONT NATIONAL - FIAMMA CORSA,1456,REG,PAUL-FELIX,BENEDETTI,PER U RINNOVU (POUR LE RENOUVEAU),1105,REG,SERGE,VANDEPOORTE,UNITA PUPULARE (UNITE POPULAIRE),252,REG,EDMOND,SIMEONI,UNIONE NAZIUNALE (UNION NATIONALE) TALAMONI-SIMEONI,4820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTE-D'OR,1,65.64,LO-LCR,JACQUELINE,LAMBERT,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,992,SOC-COM-ECO,FRANCOIS,PATRIAT,LA BOURGOGNE ENSEMBLE. LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC,15511,DVG,JOEL,MEKHANTAR,LA NOUVELLE BOURGOGNE A GAUCHE POUR FAIRE GAGNER LA REPUBLIQUE LISTE D'INITIATIVE CITOYENNE SOUTENUE PAR LE MOUVEMENT REPUBLICAIN ET CITOYEN DE JP CHEVENEMENT,927,ECO,JULIEN,GONZALEZ,LES ECOLOGISTES DE BOURGOGNE,2108,UDF,FRANCOIS,SAUVADET,LA BOURGOGNE A UN AVENIR,7440,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,8091,DVD,CLAUDE,DASSIE,RASSEMBLEMENT DE LA DROITE DE BOURGOGNE,0,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,4653,MNR,CLAUDE,MOREAU,ISLAMISATION IMPOTS DELINQUANCE INJUSTICES CA NE PEUT PLUS DURER LA VRAIE DROITE EN BOURGOGNE LISTE SOUTENUE PAR MNR ET GROUPES DROITES BOURGOGNE ET INDEPENDANTES,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTE-D'OR,2,63.9,LO-LCR,JACQUELINE,LAMBERT,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1114,SOC-COM-ECO,FRANCOIS,PATRIAT,LA BOURGOGNE ENSEMBLE. LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC,13088,DVG,JOEL,MEKHANTAR,LA NOUVELLE BOURGOGNE A GAUCHE POUR FAIRE GAGNER LA REPUBLIQUE LISTE D'INITIATIVE CITOYENNE SOUTENUE PAR LE MOUVEMENT REPUBLICAIN ET CITOYEN DE JP CHEVENEMENT,893,ECO,JULIEN,GONZALEZ,LES ECOLOGISTES DE BOURGOGNE,1909,UDF,FRANCOIS,SAUVADET,LA BOURGOGNE A UN AVENIR,5425,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,7640,DVD,CLAUDE,DASSIE,RASSEMBLEMENT DE LA DROITE DE BOURGOGNE,0,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,5393,MNR,CLAUDE,MOREAU,ISLAMISATION IMPOTS DELINQUANCE INJUSTICES CA NE PEUT PLUS DURER LA VRAIE DROITE EN BOURGOGNE LISTE SOUTENUE PAR MNR ET GROUPES DROITES BOURGOGNE ET INDEPENDANTES,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTE-D'OR,3,60.63,LO-LCR,JACQUELINE,LAMBERT,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1347,SOC-COM-ECO,FRANCOIS,PATRIAT,LA BOURGOGNE ENSEMBLE. LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC,15741,DVG,JOEL,MEKHANTAR,LA NOUVELLE BOURGOGNE A GAUCHE POUR FAIRE GAGNER LA REPUBLIQUE LISTE D'INITIATIVE CITOYENNE SOUTENUE PAR LE MOUVEMENT REPUBLICAIN ET CITOYEN DE JP CHEVENEMENT,1180,ECO,JULIEN,GONZALEZ,LES ECOLOGISTES DE BOURGOGNE,1982,UDF,FRANCOIS,SAUVADET,LA BOURGOGNE A UN AVENIR,4957,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,5318,DVD,CLAUDE,DASSIE,RASSEMBLEMENT DE LA DROITE DE BOURGOGNE,0,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,6169,MNR,CLAUDE,MOREAU,ISLAMISATION IMPOTS DELINQUANCE INJUSTICES CA NE PEUT PLUS DURER LA VRAIE DROITE EN BOURGOGNE LISTE SOUTENUE PAR MNR ET GROUPES DROITES BOURGOGNE ET INDEPENDANTES,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTE-D'OR,4,66.55,LO-LCR,JACQUELINE,LAMBERT,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1486,SOC-COM-ECO,FRANCOIS,PATRIAT,LA BOURGOGNE ENSEMBLE. LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC,13279,DVG,JOEL,MEKHANTAR,LA NOUVELLE BOURGOGNE A GAUCHE POUR FAIRE GAGNER LA REPUBLIQUE LISTE D'INITIATIVE CITOYENNE SOUTENUE PAR LE MOUVEMENT REPUBLICAIN ET CITOYEN DE JP CHEVENEMENT,553,ECO,JULIEN,GONZALEZ,LES ECOLOGISTES DE BOURGOGNE,1770,UDF,FRANCOIS,SAUVADET,LA BOURGOGNE A UN AVENIR,14374,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,4387,DVD,CLAUDE,DASSIE,RASSEMBLEMENT DE LA DROITE DE BOURGOGNE,0,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,6592,MNR,CLAUDE,MOREAU,ISLAMISATION IMPOTS DELINQUANCE INJUSTICES CA NE PEUT PLUS DURER LA VRAIE DROITE EN BOURGOGNE LISTE SOUTENUE PAR MNR ET GROUPES DROITES BOURGOGNE ET INDEPENDANTES,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTE-D'OR,5,62.47,LO-LCR,JACQUELINE,LAMBERT,LUTTE OUVRIERE - LIGUE COMMUNISTE REVOLUTIONNAIRE - LISTE LO-LCR SOUTENUE PAR ARLETTE LAGUILLER ET OLIVIER BESANCENOT,1326,SOC-COM-ECO,FRANCOIS,PATRIAT,LA BOURGOGNE ENSEMBLE. LA BOURGOGNE EN MIEUX - RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE REPUBLICAINE SOCIALE ET ECOLOGIQUE PRESENTEE PAR PS PRG LES VERTS PC,19223,DVG,JOEL,MEKHANTAR,LA NOUVELLE BOURGOGNE A GAUCHE POUR FAIRE GAGNER LA REPUBLIQUE LISTE D'INITIATIVE CITOYENNE SOUTENUE PAR LE MOUVEMENT REPUBLICAIN ET CITOYEN DE JP CHEVENEMENT,666,ECO,JULIEN,GONZALEZ,LES ECOLOGISTES DE BOURGOGNE,1979,UDF,FRANCOIS,SAUVADET,LA BOURGOGNE A UN AVENIR,7326,UMP,J.PIERRE,SOISSON,100% BOURGOGNE,7875,DVD,CLAUDE,DASSIE,RASSEMBLEMENT DE LA DROITE DE BOURGOGNE,0,FN,PIERRE,JABOULET VERCHERRE,FRONT NATIONAL POUR LA BOURGOGNE - LISTE PRESENTEE PAR JEAN-MARIE LE PEN - CONDUITE PAR PIERRE JABOULET-VERCHERRE,7777,MNR,CLAUDE,MOREAU,ISLAMISATION IMPOTS DELINQUANCE INJUSTICES CA NE PEUT PLUS DURER LA VRAIE DROITE EN BOURGOGNE LISTE SOUTENUE PAR MNR ET GROUPES DROITES BOURGOGNE ET INDEPENDANTES,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTES-D'ARMOR,1,64.37,LO-LCR,FRANCOISE,DUBU,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR FRANCOISE DUBU INSTITUTRICE,2640,SOC-COM-autreG,JEAN-YVES,LE DRIAN,BRETAGNE A GAUCHE. BRETAGNE POUR TOUS,21778,ECO,PASCALE,LOGET,BRETAGNE VERTE. UNIE ET SOLIDAIRE BREIZH NEVEZ ASAMBLES UNN BERTAEYN NOVELL ASAMBLAEY,5627,UDF,BRUNO,JONCOUR,UDF LA BRETAGNE POUR PASSION,10376,UMP,JOSSELIN,DE ROHAN,FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE. PDT DU COMITE REGIONAL DE SOUTIEN. DEPUTE UMP,7599,FN,BRIGITTE,NEVEUX,FRONT NATIONAL POUR LA BRETAGNE LISTE PRESENTEE PAR JEAN-MARIE LE PEN,4068,MNR,LIONEL,DAVID,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER LA VRAIE DROITE EN BRETAGNE LISTE SOUTENUE PAR B MEGRET ET MNR,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTES-D'ARMOR,2,67.89,LO-LCR,FRANCOISE,DUBU,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR FRANCOISE DUBU INSTITUTRICE,2549,SOC-COM-autreG,JEAN-YVES,LE DRIAN,BRETAGNE A GAUCHE. BRETAGNE POUR TOUS,20844,ECO,PASCALE,LOGET,BRETAGNE VERTE. UNIE ET SOLIDAIRE BREIZH NEVEZ ASAMBLES UNN BERTAEYN NOVELL ASAMBLAEY,5287,UDF,BRUNO,JONCOUR,UDF LA BRETAGNE POUR PASSION,7218,UMP,JOSSELIN,DE ROHAN,FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE. PDT DU COMITE REGIONAL DE SOUTIEN. DEPUTE UMP,13152,FN,BRIGITTE,NEVEUX,FRONT NATIONAL POUR LA BRETAGNE LISTE PRESENTEE PAR JEAN-MARIE LE PEN,5425,MNR,LIONEL,DAVID,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER LA VRAIE DROITE EN BRETAGNE LISTE SOUTENUE PAR B MEGRET ET MNR,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTES-D'ARMOR,3,67.42,LO-LCR,FRANCOISE,DUBU,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR FRANCOISE DUBU INSTITUTRICE,2414,SOC-COM-autreG,JEAN-YVES,LE DRIAN,BRETAGNE A GAUCHE. BRETAGNE POUR TOUS,20688,ECO,PASCALE,LOGET,BRETAGNE VERTE. UNIE ET SOLIDAIRE BREIZH NEVEZ ASAMBLES UNN BERTAEYN NOVELL ASAMBLAEY,4312,UDF,BRUNO,JONCOUR,UDF LA BRETAGNE POUR PASSION,8628,UMP,JOSSELIN,DE ROHAN,FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE. PDT DU COMITE REGIONAL DE SOUTIEN. DEPUTE UMP,11809,FN,BRIGITTE,NEVEUX,FRONT NATIONAL POUR LA BRETAGNE LISTE PRESENTEE PAR JEAN-MARIE LE PEN,4598,MNR,LIONEL,DAVID,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER LA VRAIE DROITE EN BRETAGNE LISTE SOUTENUE PAR B MEGRET ET MNR,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTES-D'ARMOR,4,68.45,LO-LCR,FRANCOISE,DUBU,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR FRANCOISE DUBU INSTITUTRICE,2974,SOC-COM-autreG,JEAN-YVES,LE DRIAN,BRETAGNE A GAUCHE. BRETAGNE POUR TOUS,23366,ECO,PASCALE,LOGET,BRETAGNE VERTE. UNIE ET SOLIDAIRE BREIZH NEVEZ ASAMBLES UNN BERTAEYN NOVELL ASAMBLAEY,5030,UDF,BRUNO,JONCOUR,UDF LA BRETAGNE POUR PASSION,7187,UMP,JOSSELIN,DE ROHAN,FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE. PDT DU COMITE REGIONAL DE SOUTIEN. DEPUTE UMP,7932,FN,BRIGITTE,NEVEUX,FRONT NATIONAL POUR LA BRETAGNE LISTE PRESENTEE PAR JEAN-MARIE LE PEN,4140,MNR,LIONEL,DAVID,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER LA VRAIE DROITE EN BRETAGNE LISTE SOUTENUE PAR B MEGRET ET MNR,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COTES-D'ARMOR,5,65.83,LO-LCR,FRANCOISE,DUBU,LIGUE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE LISTE LCR-LO SOUTENUE PAR OLIVIER BESANCENOT ET ARLETTE LAGUILLER ET CONDUITE PAR FRANCOISE DUBU INSTITUTRICE,3219,SOC-COM-autreG,JEAN-YVES,LE DRIAN,BRETAGNE A GAUCHE. BRETAGNE POUR TOUS,24635,ECO,PASCALE,LOGET,BRETAGNE VERTE. UNIE ET SOLIDAIRE BREIZH NEVEZ ASAMBLES UNN BERTAEYN NOVELL ASAMBLAEY,6614,UDF,BRUNO,JONCOUR,UDF LA BRETAGNE POUR PASSION,8020,UMP,JOSSELIN,DE ROHAN,FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE. PDT DU COMITE REGIONAL DE SOUTIEN. DEPUTE UMP,12544,FN,BRIGITTE,NEVEUX,FRONT NATIONAL POUR LA BRETAGNE LISTE PRESENTEE PAR JEAN-MARIE LE PEN,5330,MNR,LIONEL,DAVID,ISLAMISATION. IMPOTS. DELINQUANCE. INJUSTICES. CA NE PEUT PLUS DURER LA VRAIE DROITE EN BRETAGNE LISTE SOUTENUE PAR B MEGRET ET MNR,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREUSE,1,59.09,LO-LCR,STEPHANE,LAJAUMONT,LISTE COMMUNISTE REVOLUTIONNAIRE - LUTTE OUVRIERE,1811,SOC-COM-autreG,J.PAUL,DENANOT,LIMOUSIN. TERRE VIVANTE,12300,ECO,J.BERNARD,DAMIENS,LES VERTS. CITOYENS SOLIDAIRES,1786,UDF,J.CLAUDE,DESCHAMPS,OSEZ POUR LES LIMOUSINS,2272,UMP,RAYMOND,ARCHER,LIMOUSIN AUTREMENT,5495,FN,PATRICIA,GIBEAU,FRONT NATIONAL,2572,CPNT,JEAN-LOUIS,HIRONDE,C.P.N.T. CHASSE-PECHE-NATURE-TRADITIONS,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
