year,bloc,departement,percentage,votes
2007,Droite radicale et extreme droite,Vendée,6.46,25991
2007,Droite radicale et extreme droite,Vienne,8.35,21089
2007,Droite radicale et extreme droite,Vosges,15.66,37749
2007,Droite radicale et extreme droite,Yonne,14.23,28873
2007,Droite radicale et extreme droite,Yvelines,7.34,56867
2007,Ecologisme,Ain,1.73,5473
2007,Ecologisme,Aisne,1.19,3695
2007,Ecologisme,Allier,1.32,2863
2007,Ecologisme,Alpes de Haute Provence,1.71,1727
2007,Ecologisme,Alpes Maritimes,1.43,8512
2007,Ecologisme,Ardèche,1.66,3354
2007,Ecologisme,Ardennes,1.29,2087
2007,Ecologisme,Ariège,1.52,1489
2007,Ecologisme,Aube,1.35,2286
2007,Ecologisme,Aude,1.19,2577
2007,Ecologisme,Aveyron,1.38,2600
2007,Ecologisme,Bas Rhin,2.02,11897
2007,Ecologisme,Bouches du Rhône,1.34,13945
2007,Ecologisme,Calvados,1.65,6786
2007,Ecologisme,Cantal,1.19,1235
2007,Ecologisme,Charente,1.43,3105
2007,Ecologisme,Charente Maritime,1.49,5634
2007,Ecologisme,Cher,1.42,2673
2007,Ecologisme,Corrèze,1.18,1890
2007,Ecologisme,Corse du Sud,1.38,972
2007,Ecologisme,Côte d'Or,1.59,4693
2007,Ecologisme,Côtes d'Armor,1.88,7327
2007,Ecologisme,Creuse,1.28,1046
2007,Ecologisme,Deux Sèvres,1.54,3536
2007,Ecologisme,Dordogne,1.34,3609
2007,Ecologisme,Doubs,1.89,5637
2007,Ecologisme,Drôme,1.86,5351
2007,Ecologisme,Essonne,1.79,11448
2007,Ecologisme,Eure,1.44,4854
2007,Ecologisme,Eure et Loir,1.41,3434
2007,Ecologisme,Finistère,1.85,10659
2007,Ecologisme,Gard,1.32,5505
2007,Ecologisme,Gers,1.3,1592
2007,Ecologisme,Gironde,1.51,12419
2007,Ecologisme,Guadeloupe,1.21,2036
2007,Ecologisme,Guyane,1.5,533
2007,Ecologisme,Haut Rhin,2.05,8485
2007,Ecologisme,Haute Corse,1.38,1148
2007,Ecologisme,Haute Garonne,1.59,10821
2007,Ecologisme,Haute Loire,1.51,2236
2007,Ecologisme,Haute Marne,1.43,1656
2007,Ecologisme,Haute Saône,1.58,2386
2007,Ecologisme,Haute Savoie,2.21,8817
2007,Ecologisme,Haute Vienne,1.42,3208
2007,Ecologisme,Hautes Alpes,2.07,1805
2007,Ecologisme,Hautes Pyrénées,1.22,1834
2007,Ecologisme,Hauts de Seine,1.45,11299
2007,Ecologisme,Hérault,1.45,8610
2007,Ecologisme,Ille et Vilaine,2.09,12073
2007,Ecologisme,Indre,1.36,2003
2007,Ecologisme,Indre et Loire,1.65,5579
2007,Ecologisme,Isère,1.87,12480
2007,Ecologisme,Jura,2.15,3413
2007,Ecologisme,La Réunion,1.29,4608
2007,Ecologisme,Landes,1.24,3039
2007,Ecologisme,Loir et Cher,1.54,3108
2007,Ecologisme,Loire,1.6,6802
2007,Ecologisme,Loire Atlantique,1.9,14582
2007,Ecologisme,Loiret,1.61,5858
2007,Ecologisme,Lot,1.46,1697
2007,Ecologisme,Lot et Garonne,1.26,2589
2007,Ecologisme,Lozère,1.39,721
2007,Ecologisme,Maine et Loire,1.86,8669
2007,Ecologisme,Manche,1.49,4700
2007,Ecologisme,Marne,1.53,4697
2007,Ecologisme,Martinique,0.93,1479
2007,Ecologisme,Mayenne,1.88,3551
2007,Ecologisme,Mayotte,1.5,374
2007,Ecologisme,Meurthe et Moselle,1.58,6424
2007,Ecologisme,Meuse,1.51,1795
2007,Ecologisme,Morbihan,1.94,8967
2007,Ecologisme,Moselle,1.59,9521
2007,Ecologisme,Nièvre,1.33,1851
2007,Ecologisme,Nord,1.45,20501
2007,Ecologisme,Oise,1.48,6528
2007,Ecologisme,Orne,1.57,2875
2007,Ecologisme,Paris,1.53,16261
2007,Ecologisme,Pas de Calais,1.24,10881
2007,Ecologisme,Puy de Dôme,1.52,5756
2007,Ecologisme,Pyrénées Atlantiques,1.62,6629
2007,Ecologisme,Pyrénées Orientales,1.28,3374
2007,Ecologisme,Rhône,1.75,15484
2007,Ecologisme,Saône et Loire,1.26,4222
2007,Ecologisme,Sarthe,1.67,5590
2007,Ecologisme,Savoie,2.14,5236
2007,Ecologisme,Seine et Marne,1.67,11269
2007,Ecologisme,Seine Maritime,1.51,10852
2007,Ecologisme,Seine Saint Denis,1.35,7823
2007,Ecologisme,Somme,1.17,4002
2007,Ecologisme,Tarn,1.39,3336
2007,Ecologisme,Tarn et Garonne,1.32,1898
2007,Ecologisme,Territoire de Belfort,1.85,1441
2007,Ecologisme,Val d'Oise,1.57,8973
2007,Ecologisme,Val de Marne,1.61,10132
2007,Ecologisme,Var,1.37,8107
2007,Ecologisme,Vaucluse,1.36,4243
2007,Ecologisme,Vendée,1.63,6559
2007,Ecologisme,Vienne,1.6,4035
2007,Ecologisme,Vosges,1.59,3822
2007,Ecologisme,Yonne,1.44,2924
2007,Ecologisme,Yvelines,1.64,12682
2007,Gauche,Ain,24.46,77466
2007,Gauche,Aisne,27.110000000000003,84306
2007,Gauche,Allier,29.29,63682
2007,Gauche,Alpes de Haute Provence,29.63,29976
2007,Gauche,Alpes Maritimes,20.779999999999998,123319
2007,Gauche,Ardèche,29.77,60104
2007,Gauche,Ardennes,28.169999999999998,45517
2007,Gauche,Ariège,39.34,38423
2007,Gauche,Aube,23.580000000000002,39852
2007,Gauche,Aude,34.16,74109
2007,Gauche,Aveyron,32.13,60730
2007,Gauche,Bas Rhin,20.400000000000002,119909
2007,Gauche,Bouches du Rhône,26.810000000000002,279902
2007,Gauche,Calvados,29.05,119396
2007,Gauche,Cantal,27.56,28689
2007,Gauche,Charente,35.019999999999996,75899
2007,Gauche,Charente Maritime,32.66,123900
2007,Gauche,Cher,27.65,52022
2007,Gauche,Corrèze,33.24,53149
2007,Gauche,Corse du Sud,22.080000000000002,15553
2007,Gauche,Côte d'Or,27.65,81757
2007,Gauche,Côtes d'Armor,33.55,130459
2007,Gauche,Creuse,33.36,27217
2007,Gauche,Deux Sèvres,39.14,89687
2007,Gauche,Dordogne,33.769999999999996,90663
2007,Gauche,Doubs,28.53,85252
2007,Gauche,Drôme,28.53,82047
2007,Gauche,Essonne,30.150000000000002,192911
2007,Gauche,Eure,25.24,85007
2007,Gauche,Eure et Loir,26.31,63986
2007,Gauche,Finistère,32.4,186973
2007,Gauche,Gard,27.06,112622
2007,Gauche,Gers,34.77,42414
2007,Gauche,Gironde,32.29,265887
2007,Gauche,Guadeloupe,39.68,66611
2007,Gauche,Guyane,34.5,12222
2007,Gauche,Haut Rhin,21.200000000000003,87624
2007,Gauche,Haute Corse,25.88,21507
2007,Gauche,Haute Garonne,36.2,246987
2007,Gauche,Haute Loire,26.889999999999997,39875
2007,Gauche,Haute Marne,24.63,28572
2007,Gauche,Haute Saône,27.4,41394
2007,Gauche,Haute Savoie,22.66,90401
2007,Gauche,Haute Vienne,35.120000000000005,79289
2007,Gauche,Hautes Alpes,29.2,25497
2007,Gauche,Hautes Pyrénées,33.879999999999995,51029
2007,Gauche,Hauts de Seine,28.07,218547
2007,Gauche,Hérault,29.6,175716
2007,Gauche,Ille et Vilaine,31.75,183279
2007,Gauche,Indre,29.8,43827
2007,Gauche,Indre et Loire,29.16,98916
2007,Gauche,Isère,30.349999999999998,202708
2007,Gauche,Jura,27.03,42863
2007,Gauche,La Réunion,48.16,172406
2007,Gauche,Landes,34.14,83498
2007,Gauche,Loir et Cher,26.53,53548
2007,Gauche,Loire,27.87,118662
2007,Gauche,Loire Atlantique,34.18,262744
2007,Gauche,Loiret,26.49,96170
2007,Gauche,Lot,36.51,42536
2007,Gauche,Lot et Garonne,29.099999999999998,59774
2007,Gauche,Lozère,27.099999999999998,14070
2007,Gauche,Maine et Loire,28.77,134256
2007,Gauche,Manche,25.86,81451
2007,Gauche,Marne,24.189999999999998,74197
2007,Gauche,Martinique,49.839999999999996,79431
2007,Gauche,Mayenne,27.15,51180
2007,Gauche,Mayotte,30.39,7552
2007,Gauche,Meurthe et Moselle,28.64,116322
2007,Gauche,Meuse,24.95,29573
2007,Gauche,Morbihan,28.84,133076
2007,Gauche,Moselle,25.15,150395
2007,Gauche,Nièvre,33.17,46280
2007,Gauche,Nord,27.599999999999998,390406
2007,Gauche,Oise,24.9,110129
2007,Gauche,Orne,25.63,46946
2007,Gauche,Paris,33.88,358929
2007,Gauche,Pas de Calais,28.32,247890
2007,Gauche,Puy de Dôme,33.06,125492
2007,Gauche,Pyrénées Atlantiques,29.209999999999997,119447
2007,Gauche,Pyrénées Orientales,28.26,74561
2007,Gauche,Rhône,26.96,239246
2007,Gauche,Saône et Loire,29.490000000000002,99170
2007,Gauche,Sarthe,30.43,101608
2007,Gauche,Savoie,25.88,63372
2007,Gauche,Seine et Marne,26.990000000000002,182570
2007,Gauche,Seine Maritime,29.36,210912
2007,Gauche,Seine Saint Denis,36.7,213111
2007,Gauche,Somme,28.11,95831
2007,Gauche,Tarn,33.26,79927
2007,Gauche,Tarn et Garonne,30.950000000000003,44530
2007,Gauche,Territoire de Belfort,28.77,22403
2007,Gauche,Val d'Oise,30.51,174472
2007,Gauche,Val de Marne,31.49,198775
2007,Gauche,Var,22.150000000000002,130984
2007,Gauche,Vaucluse,26.009999999999998,81172
2007,Gauche,Vendée,33.83,136192
2007,Gauche,Vienne,33.67,85017
2007,Gauche,Vosges,26.79,64582
2007,Gauche,Yonne,25.220000000000002,51154
2007,Gauche,Yvelines,25.91,200607
2007,Gauche radicale et extreme gauche,Ain,6.25,19786
2007,Gauche radicale et extreme gauche,Aisne,10.26,31922
2007,Gauche radicale et extreme gauche,Allier,11.57,25166
2007,Gauche radicale et extreme gauche,Alpes de Haute Provence,8.82,8914
2007,Gauche radicale et extreme gauche,Alpes Maritimes,5.1899999999999995,30743
2007,Gauche radicale et extreme gauche,Ardèche,8.74,17632
2007,Gauche radicale et extreme gauche,Ardennes,9.74,15734
2007,Gauche radicale et extreme gauche,Ariège,9.95,9719
2007,Gauche radicale et extreme gauche,Aube,7.14,12061
2007,Gauche radicale et extreme gauche,Aude,9.97,21618
2007,Gauche radicale et extreme gauche,Aveyron,7.01,13253
2007,Gauche radicale et extreme gauche,Bas Rhin,5.28,31045
2007,Gauche radicale et extreme gauche,Bouches du Rhône,7.84,81775
2007,Gauche radicale et extreme gauche,Calvados,8.48,34829
2007,Gauche radicale et extreme gauche,Cantal,7.109999999999999,7411
2007,Gauche radicale et extreme gauche,Charente,8.34,18110
2007,Gauche radicale et extreme gauche,Charente Maritime,7.1899999999999995,27263
2007,Gauche radicale et extreme gauche,Cher,11.23,21120
2007,Gauche radicale et extreme gauche,Corrèze,10.05,16076
2007,Gauche radicale et extreme gauche,Corse du Sud,8.610000000000001,6064
2007,Gauche radicale et extreme gauche,Côte d'Or,6.86,20312
2007,Gauche radicale et extreme gauche,Côtes d'Armor,9.14,35553
2007,Gauche radicale et extreme gauche,Creuse,10.44,8511
2007,Gauche radicale et extreme gauche,Deux Sèvres,6.41,14680
2007,Gauche radicale et extreme gauche,Dordogne,9.33,25040
2007,Gauche radicale et extreme gauche,Doubs,7.05,21044
2007,Gauche radicale et extreme gauche,Drôme,7.54,21657
2007,Gauche radicale et extreme gauche,Essonne,6.96,44535
2007,Gauche radicale et extreme gauche,Eure,8.85,29827
2007,Gauche radicale et extreme gauche,Eure et Loir,7.32,17823
2007,Gauche radicale et extreme gauche,Finistère,8.15,47061
2007,Gauche radicale et extreme gauche,Gard,8.67,36100
2007,Gauche radicale et extreme gauche,Gers,7.09,8641
2007,Gauche radicale et extreme gauche,Gironde,7.51,61817
2007,Gauche radicale et extreme gauche,Guadeloupe,4.57,7663
2007,Gauche radicale et extreme gauche,Guyane,4.34,1536
2007,Gauche radicale et extreme gauche,Haut Rhin,5.97,24708
2007,Gauche radicale et extreme gauche,Haute Corse,8.22,6837
2007,Gauche radicale et extreme gauche,Haute Garonne,6.9,47126
2007,Gauche radicale et extreme gauche,Haute Loire,8.219999999999999,12190
2007,Gauche radicale et extreme gauche,Haute Marne,8.25,9574
2007,Gauche radicale et extreme gauche,Haute Saône,8.129999999999999,12271
2007,Gauche radicale et extreme gauche,Haute Savoie,5.15,20593
2007,Gauche radicale et extreme gauche,Haute Vienne,10.63,23997
2007,Gauche radicale et extreme gauche,Hautes Alpes,7.390000000000001,6446
2007,Gauche radicale et extreme gauche,Hautes Pyrénées,9.129999999999999,13744
2007,Gauche radicale et extreme gauche,Hauts de Seine,5.12,39893
2007,Gauche radicale et extreme gauche,Hérault,7.710000000000001,45723
2007,Gauche radicale et extreme gauche,Ille et Vilaine,7.05,40666
2007,Gauche radicale et extreme gauche,Indre,10.23,15059
2007,Gauche radicale et extreme gauche,Indre et Loire,8.01,27199
2007,Gauche radicale et extreme gauche,Isère,7.29,48642
2007,Gauche radicale et extreme gauche,Jura,8.37,13262
2007,Gauche radicale et extreme gauche,La Réunion,6.99,25047
2007,Gauche radicale et extreme gauche,Landes,7.9,19327
2007,Gauche radicale et extreme gauche,Loir et Cher,8.22,16595
2007,Gauche radicale et extreme gauche,Loire,7.909999999999999,33679
2007,Gauche radicale et extreme gauche,Loire Atlantique,7.3,56219
2007,Gauche radicale et extreme gauche,Loiret,7.03,25529
2007,Gauche radicale et extreme gauche,Lot,8.51,9918
2007,Gauche radicale et extreme gauche,Lot et Garonne,7.58,15591
2007,Gauche radicale et extreme gauche,Lozère,7.12,3702
2007,Gauche radicale et extreme gauche,Maine et Loire,6.970000000000001,32503
2007,Gauche radicale et extreme gauche,Manche,7.71,24279
2007,Gauche radicale et extreme gauche,Marne,7.9399999999999995,24349
2007,Gauche radicale et extreme gauche,Martinique,4.55,7223
2007,Gauche radicale et extreme gauche,Mayenne,6.54,12332
2007,Gauche radicale et extreme gauche,Mayotte,6.96,1728
2007,Gauche radicale et extreme gauche,Meurthe et Moselle,9.78,39713
2007,Gauche radicale et extreme gauche,Meuse,8.26,9800
2007,Gauche radicale et extreme gauche,Morbihan,7.279999999999999,33617
2007,Gauche radicale et extreme gauche,Moselle,8.48,50737
2007,Gauche radicale et extreme gauche,Nièvre,10.32,14387
2007,Gauche radicale et extreme gauche,Nord,10.62,150257
2007,Gauche radicale et extreme gauche,Oise,8.76,38753
2007,Gauche radicale et extreme gauche,Orne,7.470000000000001,13686
2007,Gauche radicale et extreme gauche,Paris,4.05,42929
2007,Gauche radicale et extreme gauche,Pas de Calais,12.64,110649
2007,Gauche radicale et extreme gauche,Puy de Dôme,9.44,35817
2007,Gauche radicale et extreme gauche,Pyrénées Atlantiques,6.81,27834
2007,Gauche radicale et extreme gauche,Pyrénées Orientales,8.59,22656
2007,Gauche radicale et extreme gauche,Rhône,5.73,50872
2007,Gauche radicale et extreme gauche,Saône et Loire,8.22,27613
2007,Gauche radicale et extreme gauche,Sarthe,9.09,30347
2007,Gauche radicale et extreme gauche,Savoie,7.15,17532
2007,Gauche radicale et extreme gauche,Seine et Marne,7.26,49089
2007,Gauche radicale et extreme gauche,Seine Maritime,10.94,78513
2007,Gauche radicale et extreme gauche,Seine Saint Denis,9.09,52772
2007,Gauche radicale et extreme gauche,Somme,10.97,37409
2007,Gauche radicale et extreme gauche,Tarn,7.6,18255
2007,Gauche radicale et extreme gauche,Tarn et Garonne,6.930000000000001,9988
2007,Gauche radicale et extreme gauche,Territoire de Belfort,8.5,6611
2007,Gauche radicale et extreme gauche,Val d'Oise,6.94,39691
2007,Gauche radicale et extreme gauche,Val de Marne,7.739999999999999,48810
2007,Gauche radicale et extreme gauche,Var,6.39,37807
2007,Gauche radicale et extreme gauche,Vaucluse,6.71,20956
2007,Gauche radicale et extreme gauche,Vendée,5.96,23985
2007,Gauche radicale et extreme gauche,Vienne,7.61,19221
2007,Gauche radicale et extreme gauche,Vosges,8.18,19696
2007,Gauche radicale et extreme gauche,Yonne,7.95,16136
2007,Gauche radicale et extreme gauche,Yvelines,5.15,39848
2012,Centre,Ain,10.16,32650
2012,Centre,Aisne,6.68,19895
2012,Centre,Allier,8.65,17814
2012,Centre,Alpes de Haute Provence,7.42,7483
2012,Centre,Alpes Maritimes,6.69,38980
2012,Centre,Ardèche,9.15,18373
2012,Centre,Ardennes,7.52,11551
2012,Centre,Ariège,6.67,6411
2012,Centre,Aube,8.37,13575
2012,Centre,Aude,6.04,13076
2012,Centre,Aveyron,12.55,22809
2012,Centre,Bas Rhin,11.94,69940
2012,Centre,Bouches du Rhône,6.35,66082
2012,Centre,Calvados,10.1,40562
2012,Centre,Cantal,11.16,10980
2012,Centre,Charente,8.81,18461
2012,Centre,Charente Maritime,9.08,34381
2012,Centre,Cher,8.84,16048
2012,Centre,Corrèze,6.93,10824
2012,Centre,Corse du Sud,5.48,4069
2012,Centre,Côte d'Or,9.37,27086
2012,Centre,Côtes d'Armor,10.6,40240
2012,Centre,Creuse,8.33,6476
2012,Centre,Deux Sèvres,11,24395
2012,Centre,Dordogne,8.07,20898
2012,Centre,Doubs,8.8,25639
2012,Centre,Drôme,8.88,25610
2012,Centre,Essonne,9.33,55738
2012,Centre,Eure,8.41,28144
2012,Centre,Eure et Loir,9.22,21842
2012,Centre,Finistère,11.27,63121
2012,Centre,Gard,6.91,28893
2012,Centre,Gers,9.95,12003
2012,Centre,Gironde,9.68,79277
2012,Centre,Guadeloupe,4.73,6861
2012,Centre,Guyane,6.23,2329
2012,Centre,Haut Rhin,11.39,46176
2012,Centre,Haute Corse,4.6,3981
2012,Centre,Haute Garonne,9.32,64648
2012,Centre,Haute Loire,11.17,16212
2012,Centre,Haute Marne,7.97,8712
2012,Centre,Haute Saône,7.61,11147
2012,Centre,Haute Savoie,11.83,47547
2012,Centre,Haute Vienne,7.89,17189
2012,Centre,Hautes Alpes,9.86,8559
2012,Centre,Hautes Pyrénées,10.55,15265
2012,Centre,Hauts de Seine,10.69,78397
2012,Centre,Hérault,6.86,41351
2012,Centre,Ille et Vilaine,12.35,71491
2012,Centre,Indre,8.98,12473
2012,Centre,Indre et Loire,10.27,34420
2012,Centre,Isère,9.1,60608
2012,Centre,Jura,9.62,14819
2012,Centre,La Réunion,6.83,24853
2012,Centre,Landes,10.43,25437
2012,Centre,Loir et Cher,9.76,19256
2012,Centre,Loire,9.75,40209
2012,Centre,Loire Atlantique,11.3,87453
2012,Centre,Loiret,9.31,33133
2012,Centre,Lot,9.33,10648
2012,Centre,Lot et Garonne,8.85,17394
2012,Centre,Lozère,11.01,5505
2012,Centre,Maine et Loire,12.77,58196
2012,Centre,Manche,11.2,34272
2012,Centre,Marne,9.5,28210
2012,Centre,Martinique,5.93,8681
2012,Centre,Mayenne,13.78,25118
2012,Centre,Mayotte,4.18,1505
2012,Centre,Meurthe et Moselle,8.69,33871
2012,Centre,Meuse,9.23,10375
2012,Centre,Morbihan,10.85,50050
2012,Centre,Moselle,9.29,53160
2012,Centre,Nièvre,7.46,9746
2012,Centre,Nord,7.48,102511
2012,Centre,Oise,7.61,33160
2012,Centre,Orne,10.55,18326
2012,Centre,Paris,9.34,92664
2012,Centre,Pas de Calais,6.4,54354
2012,Centre,Puy de Dôme,9.95,36771
2012,Centre,Pyrénées Atlantiques,15.67,61681
2012,Centre,Pyrénées Orientales,6.29,16608
2012,Centre,Rhône,10.3,91042
2012,Centre,Saône et Loire,8.83,28683
2012,Centre,Sarthe,9.14,29802
2012,Centre,Savoie,9.89,24034
2012,Centre,Seine et Marne,8.55,55187
2012,Centre,Seine Maritime,7.83,54446
2012,Centre,Seine Saint Denis,6.12,32661
2012,Centre,Somme,7.31,24066
2012,Centre,Tarn,9.18,21724
2012,Centre,Tarn et Garonne,8.28,12075
2012,Centre,Territoire de Belfort,8.85,6630
2012,Centre,Val d'Oise,8.39,44683
2012,Centre,Val de Marne,8.86,51892
2012,Centre,Var,6.66,40004
2012,Centre,Vaucluse,6.73,21070
2012,Centre,Vendée,12.13,49402
2012,Centre,Vienne,9.59,23565
2012,Centre,Vosges,9.4,21516
2012,Centre,Yonne,8.47,16472
2012,Centre,Yvelines,11.24,80848
2012,Droite,Ain,30.41,97722
2012,Droite,Aisne,24.2,72090
2012,Droite,Allier,24.02,49477
2012,Droite,Alpes de Haute Provence,25.47,25668
2012,Droite,Alpes Maritimes,37.19,216738
2012,Droite,Ardèche,23.76,47687
2012,Droite,Ardennes,24.43,37524
2012,Droite,Ariège,18.72,17979
2012,Droite,Aube,30.33,49196
2012,Droite,Aude,21.63,46801
2012,Droite,Aveyron,25.51,46351
2012,Droite,Bas Rhin,33.62,196968
2012,Droite,Bouches du Rhône,27.5,286175
2012,Droite,Calvados,27.34,109745
2012,Droite,Cantal,28.61,28151
2012,Droite,Charente,23.06,48291
2012,Droite,Charente Maritime,28.1,106431
2012,Droite,Cher,24.96,45331
2012,Droite,Corrèze,21.59,33706
2012,Droite,Corse du Sud,31.83,23623
2012,Droite,Côte d'Or,28.57,82588
2012,Droite,Côtes d'Armor,23.86,90555
2012,Droite,Creuse,22.23,17280
2012,Droite,Deux Sèvres,25.01,55462
2012,Droite,Dordogne,22.93,59347
2012,Droite,Doubs,28.49,83036
2012,Droite,Drôme,26.12,75291
2012,Droite,Essonne,25.46,152079
2012,Droite,Eure,27.78,92910
2012,Droite,Eure et Loir,29.39,69591
2012,Droite,Finistère,24.46,136994
2012,Droite,Gard,24.86,103927
2012,Droite,Gers,24.14,29133
2012,Droite,Gironde,24.84,203396
2012,Droite,Guadeloupe,23.4,33973
2012,Droite,Guyane,27.19,10174
2012,Droite,Haut Rhin,31.91,129349
2012,Droite,Haute Corse,31.06,26869
2012,Droite,Haute Garonne,22.84,158407
2012,Droite,Haute Loire,24.42,35438
2012,Droite,Haute Marne,27.99,30604
2012,Droite,Haute Saône,25.23,36967
2012,Droite,Haute Savoie,34.06,136946
2012,Droite,Haute Vienne,19.83,43225
2012,Droite,Hautes Alpes,26.11,22655
2012,Droite,Hautes Pyrénées,20.39,29512
2012,Droite,Hauts de Seine,34.97,256570
2012,Droite,Hérault,25.31,152614
2012,Droite,Ille et Vilaine,26.02,150685
2012,Droite,Indre,24.16,33564
2012,Droite,Indre et Loire,28.24,94680
2012,Droite,Isère,24.96,166290
2012,Droite,Jura,25.83,39808
2012,Droite,La Réunion,17.96,65377
2012,Droite,Landes,24.56,59887
2012,Droite,Loir et Cher,28.35,55944
2012,Droite,Loire,25.07,103410
2012,Droite,Loire Atlantique,26.07,201671
2012,Droite,Loiret,29.31,104350
2012,Droite,Lot,21.43,24447
2012,Droite,Lot et Garonne,25.32,49768
2012,Droite,Lozère,27.77,13885
2012,Droite,Maine et Loire,29.93,136420
2012,Droite,Manche,28.82,88234
2012,Droite,Marne,29.87,88707
2012,Droite,Martinique,26.28,38443
2012,Droite,Mayenne,30.69,55945
2012,Droite,Mayotte,48.73,17536
2012,Droite,Meurthe et Moselle,24.21,94415
2012,Droite,Meuse,26.56,29863
2012,Droite,Morbihan,28.15,129838
2012,Droite,Moselle,25.93,148328
2012,Droite,Nièvre,22.51,29400
2012,Droite,Nord,24.7,338714
2012,Droite,Oise,26.59,115926
2012,Droite,Orne,29.64,51498
2012,Droite,Paris,32.19,319482
2012,Droite,Pas de Calais,21.86,185632
2012,Droite,Puy de Dôme,21.42,79124
2012,Droite,Pyrénées Atlantiques,23.62,92967
2012,Droite,Pyrénées Orientales,25.31,66870
2012,Droite,Rhône,30.77,271922
2012,Droite,Saône et Loire,26.01,84499
2012,Droite,Sarthe,26.43,86174
2012,Droite,Savoie,28.61,69544
2012,Droite,Seine et Marne,27.27,176116
2012,Droite,Seine Maritime,25.02,174024
2012,Droite,Seine Saint Denis,19.48,104010
2012,Droite,Somme,23.9,78680
2012,Droite,Tarn,23.28,55099
2012,Droite,Tarn et Garonne,25.14,36666
2012,Droite,Territoire de Belfort,23.88,17891
2012,Droite,Val d'Oise,26.25,139863
2012,Droite,Val de Marne,26.57,155552
2012,Droite,Var,34.83,209233
2012,Droite,Vaucluse,27.45,85898
2012,Droite,Vendée,32.89,133985
2012,Droite,Vienne,24.5,60188
2012,Droite,Vosges,25.32,57964
2012,Droite,Yonne,27.62,53719
2012,Droite,Yvelines,34.24,246328
2012,Droite radicale et extreme droite,Ain,23.220000000000002,74608
2012,Droite radicale et extreme droite,Aisne,28.54,85043
2012,Droite radicale et extreme droite,Allier,20.52,42261
2012,Droite radicale et extreme droite,Alpes de Haute Provence,22.82,23003
2012,Droite radicale et extreme droite,Alpes Maritimes,25.3,147461
2012,Droite radicale et extreme droite,Ardèche,22.24,44627
2012,Droite radicale et extreme droite,Ardennes,26.55,40781
2012,Droite radicale et extreme droite,Ariège,18.529999999999998,17792
2012,Droite radicale et extreme droite,Aube,27.54,44671
2012,Droite radicale et extreme droite,Aude,24.9,53876
2012,Droite radicale et extreme droite,Aveyron,16.04,29149
2012,Droite radicale et extreme droite,Bas Rhin,23.220000000000002,136060
2012,Droite radicale et extreme droite,Bouches du Rhône,24.95,259684
2012,Droite radicale et extreme droite,Calvados,18.52,74361
2012,Droite radicale et extreme droite,Cantal,17.02,16747
2012,Droite radicale et extreme droite,Charente,20.009999999999998,41922
2012,Droite radicale et extreme droite,Charente Maritime,19.77,74864
2012,Droite radicale et extreme droite,Cher,22.080000000000002,40083
2012,Droite radicale et extreme droite,Corrèze,15.14,23638
2012,Droite radicale et extreme droite,Corse du Sud,27,20041
2012,Droite radicale et extreme droite,Côte d'Or,21.03,60806
2012,Droite radicale et extreme droite,Côtes d'Armor,15.53,58955
2012,Droite radicale et extreme droite,Creuse,18.45,14348
2012,Droite radicale et extreme droite,Deux Sèvres,16.06,35596
2012,Droite radicale et extreme droite,Dordogne,19.12,49492
2012,Droite radicale et extreme droite,Doubs,21.290000000000003,62035
2012,Droite radicale et extreme droite,Drôme,23.16,66761
2012,Droite radicale et extreme droite,Essonne,18.849999999999998,112608
2012,Droite radicale et extreme droite,Eure,25.13,84068
2012,Droite radicale et extreme droite,Eure et Loir,23.22,54996
2012,Droite radicale et extreme droite,Finistère,14.030000000000001,78576
2012,Droite radicale et extreme droite,Gard,27.200000000000003,113681
2012,Droite radicale et extreme droite,Gers,17.97,21679
2012,Droite radicale et extreme droite,Gironde,17.44,142788
2012,Droite radicale et extreme droite,Guadeloupe,6.3100000000000005,9164
2012,Droite radicale et extreme droite,Guyane,11.99,4484
2012,Droite radicale et extreme droite,Haut Rhin,25.86,104818
2012,Droite radicale et extreme droite,Haute Corse,24.53,21232
2012,Droite radicale et extreme droite,Haute Garonne,17.09,118465
2012,Droite radicale et extreme droite,Haute Loire,22.7,32943
2012,Droite radicale et extreme droite,Haute Marne,27.91,30526
2012,Droite radicale et extreme droite,Haute Saône,27.43,40196
2012,Droite radicale et extreme droite,Haute Savoie,19.189999999999998,77170
2012,Droite radicale et extreme droite,Haute Vienne,18.35,39971
2012,Droite radicale et extreme droite,Hautes Alpes,19.99,17353
2012,Droite radicale et extreme droite,Hautes Pyrénées,16.76,24256
2012,Droite radicale et extreme droite,Hauts de Seine,10.11,74237
2012,Droite radicale et extreme droite,Hérault,23.91,144171
2012,Droite radicale et extreme droite,Ille et Vilaine,14.46,83705
2012,Droite radicale et extreme droite,Indre,22,30571
2012,Droite radicale et extreme droite,Indre et Loire,18.26,61225
2012,Droite radicale et extreme droite,Isère,21.13,140761
2012,Droite radicale et extreme droite,Jura,22.98,35415
2012,Droite radicale et extreme droite,La Réunion,11.6,42246
2012,Droite radicale et extreme droite,Landes,15.95,38905
2012,Droite radicale et extreme droite,Loir et Cher,23.279999999999998,45921
2012,Droite radicale et extreme droite,Loire,23.89,98521
2012,Droite radicale et extreme droite,Loire Atlantique,14.25,110247
2012,Droite radicale et extreme droite,Loiret,22.939999999999998,81661
2012,Droite radicale et extreme droite,Lot,15.68,17887
